species_id	genome_id	genome_name	taxon_id	kingdom	phylum	class	order	family	genus	species	taxon_lineage_ids	taxon_lineage_names
Aeromonas_jandaei_58278	1458276.3	Aeromonas jandaei Riv2	1458276	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas jandaei	131567;2;1224;1236;135624;84642;642;650;1458276	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas;Aeromonas jandaei;Aeromonas jandaei Riv2
Salinicoccus_carnicancri_59681	1235755.3	Salinicoccus carnicancri Crm	1235755	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Salinicoccus	Salinicoccus carnicancri	131567;2;1239;91061;1385;90964;45669;558170;1235755	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Salinicoccus;Salinicoccus carnicancri;Salinicoccus carnicancri Crm
Herbaspirillum_huttiense_59680	1235558.4	Herbaspirillum huttiense subsp. putei IAM 15032	1235558	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum huttiense subsp. putei	131567;2;1224;28216;80840;75682;963;863372;230311;1235558	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum;Herbaspirillum huttiense;Herbaspirillum huttiense subsp. putei;Herbaspirillum huttiense subsp. putei IAM 15032
Lachnospiraceae_bacterium_59683	1235792.3	Lachnospiraceae bacterium M18-1	1235792	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium M18-1	131567;2;1239;186801;186802;186803;186928;1235792	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified Lachnospiraceae;Lachnospiraceae bacterium M18-1
Eubacterium_sp_59682	1235790.3	Eubacterium sp. 14-2	1235790	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium sp. 14-2	131567;2;1239;186801;186802;186806;1730;1235790	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;Eubacterium sp. 14-2
Enterorhabdus_caecimuris_59685	1235794.3	Enterorhabdus caecimuris B7	1235794	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Enterorhabdus	Enterorhabdus caecimuris	131567;2;201174;1760;84998;84999;255727;84107;580024;671266;1235794	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Coriobacteridae;Coriobacteriales;Coriobacterineae;Coriobacteriaceae;Enterorhabdus;Enterorhabdus caecimuris;Enterorhabdus caecimuris B7
Lachnospiraceae_bacterium_59684	1235793.3	Lachnospiraceae bacterium COE1	1235793	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		Lachnospiraceae bacterium COE1	131567;2;1239;186801;186802;186803;186928;1235793	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;unclassified Lachnospiraceae;Lachnospiraceae bacterium COE1
Oscillibacter_sp_59687	1235797.3	Oscillibacter sp. 1-3	1235797	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter sp. 1-3	131567;2;1239;186801;186802;216572;459786;1235797	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Oscillospiraceae;Oscillibacter;Oscillibacter sp. 1-3
Firmicutes_bacterium_59686	1235796.3	Firmicutes bacterium M10-2	1235796	Bacteria	Firmicutes					Firmicutes bacterium M10-2	131567;2;1239;33974;84086;1235796	cellular organisms;Bacteria;Firmicutes;unclassified Firmicutes sensu stricto;unclassified Firmicutes sensu stricto (miscellaneous);Firmicutes bacterium M10-2
Mangrovimonas_yunxiaonensis_59425	1197477.3	Mangrovimonas yunxiaonensis	1197477	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Mangrovimonas	Mangrovimonas yunxiaonensis	131567;2;68336;976;117743;200644;49546;1211036;1197477	cellular organisms;Bacteria;Bacteroidetes/Chlorobi group;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Mangrovimonas;Mangrovimonas yunxiaonensis
Alishewanella_aestuarii_59424	1197174.4	Alishewanella aestuarii B11	1197174	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alishewanella	Alishewanella aestuarii	131567;2;1224;1236;135622;72275;111142;453835;1197174	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alishewanella;Alishewanella aestuarii;Alishewanella aestuarii B11
Synechococcus_sp_59355	1173263.3	Synechococcus sp. PCC 7502	1173263	Bacteria	Cyanobacteria	Oscillatoriophycideae	Chroococcales		Synechococcus	Synechococcus sp. PCC 7502	131567;2;1117;1301283;1118;1129;1173263	cellular organisms;Bacteria;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Synechococcus;Synechococcus sp. PCC 7502
Arthrobacter_sp_59426	1197706.4	Arthrobacter sp. M2012083	1197706	Bacteria	Actinobacteria	Actinobacteridae	Micrococcineae	Micrococcaceae	Arthrobacter	Arthrobacter sp. M2012083	131567;2;201174;1760;85003;2037;85006;1268;1663;1197706	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Micrococcineae;Micrococcaceae;Arthrobacter;Arthrobacter sp. M2012083
Clostridium_sp_59421	1196322.3	Clostridium sp. Maddingley MBC34-26	1196322	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. Maddingley MBC34-26	131567;2;1239;186801;186802;31979;1485;1196322	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. Maddingley MBC34-26
Gilliamella_apicola_59420	1196095.8	Gilliamella apicola	1196095	Bacteria	Proteobacteria	Gammaproteobacteria	Orbales	Orbaceae	Gilliamella	Gilliamella apicola	131567;2;1224;1236;1240482;1240483;1193503;1196095	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Orbales;Orbaceae;Gilliamella;Gilliamella apicola
Gloeocapsa_sp_59351	1173026.3	Gloeocapsa sp. PCC 7428	1173026	Bacteria	Cyanobacteria	Oscillatoriophycideae	Chroococcales		Gloeocapsa	Gloeocapsa sp. PCC 7428	131567;2;1117;1301283;1118;102231;1173026	cellular organisms;Bacteria;Cyanobacteria;Oscillatoriophycideae;Chroococcales;Gloeocapsa;Gloeocapsa sp. PCC 7428
Geitlerinema_sp_59350	1173025.3	Geitlerinema sp. PCC 7407	1173025	Bacteria	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales		Geitlerinema	Geitlerinema sp. PCC 7407	131567;2;1117;1301283;1150;63132;1173025	cellular organisms;Bacteria;Cyanobacteria;Oscillatoriophycideae;Oscillatoriales;Geitlerinema;Geitlerinema sp. PCC 7407
Janthinobacterium_sp_59429	1198452.4	Janthinobacterium sp. HH01	1198452	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium	Janthinobacterium sp. HH01	131567;2;1224;28216;80840;75682;29580;1198452	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Janthinobacterium;Janthinobacterium sp. HH01
Afipia_birgiae_59428	1197906.5	Afipia birgiae 34632	1197906	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Afipia	Afipia birgiae	131567;2;1224;28211;356;41294;1033;151414;1197906	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Afipia;Afipia birgiae;Afipia birgiae 34632
Sphingopyxis_sp_59359	1174684.3	Sphingopyxis sp. MC1	1174684	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis sp. MC1	131567;2;1224;28211;204457;41297;165697;1174684	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingopyxis sp. MC1
Fischerella_sp_59358	1174528.4	Fischerella sp. PCC 9339	1174528	Bacteria	Cyanobacteria		Stigonematales		Fischerella	Fischerella sp. PCC 9339	131567;2;1117;1189;1190;1174528	cellular organisms;Bacteria;Cyanobacteria;Stigonematales;Fischerella;Fischerella sp. PCC 9339
Fusobacterium_ulcerans_55476	457404.5	Fusobacterium ulcerans 12-1B	457404	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium ulcerans	131567;2;32066;203490;203491;203492;848;861;457404	cellular organisms;Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium;Fusobacterium ulcerans;Fusobacterium ulcerans 12-1B
Prevotella_corporis_50024	1235812.3	Prevotella corporis JCM 8529	1235812								131567;2;68336;976;200643;171549;171552;838;28128;1122981	cellular organisms;Bacteria;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella corporis;Prevotella corporis DSM 18810 = JCM 8529
Streptacidiphilus_anmyonensis_61466	405782.3	Streptacidiphilus anmyonensis NBRC 103185	405782	Bacteria	Actinobacteria	Actinobacteridae	Streptomycineae	Streptomycetaceae	Streptacidiphilus	Streptacidiphilus anmyonensis	131567;2;201174;1760;85003;2037;85011;2062;228398;405782	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Streptomycineae;Streptomycetaceae;Streptacidiphilus;Streptacidiphilus anmyonensis
Bacillus_sp_61467	406124.6	Bacillus sp. m3-13	406124	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus sp. m3-13	131567;2;1239;91061;1385;186817;1386;406124	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus sp. m3-13
Anaeromyxobacter_sp_61464	404589.1	Anaeromyxobacter sp. Fw109-5	404589	Bacteria	delta/epsilon subdivisions	Deltaproteobacteria	Cystobacterineae	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter sp. Fw109-5	131567;2;1224;68525;28221;29;80811;1524215;161492;404589	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Deltaproteobacteria;Myxococcales;Cystobacterineae;Anaeromyxobacteraceae;Anaeromyxobacter;Anaeromyxobacter sp. Fw109-5
Lentzea_albidocapillata_61465	40571.3	Lentzea albidocapillata	40571	Bacteria	Actinobacteria	Actinobacteridae	Pseudonocardineae	Pseudonocardiaceae	Lentzea	Lentzea albidocapillata	131567;2;201174;1760;85003;2037;85010;2070;165301;40571	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Pseudonocardineae;Pseudonocardiaceae;Lentzea;Lentzea albidocapillata
Petrotoga_mobilis_61462	403833.7	Petrotoga mobilis SJ95	403833	Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Petrotoga	Petrotoga mobilis	131567;2;200918;188708;2419;188709;28236;69499;403833	cellular organisms;Bacteria;Thermotogae;Thermotogae;Thermotogales;Thermotogaceae;Petrotoga;Petrotoga mobilis;Petrotoga mobilis SJ95
Virgibacillus_sp_61463	403957.5	Virgibacillus sp. SK37	403957	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	Virgibacillus sp. SK37	131567;2;1239;91061;1385;186817;84406;403957	cellular organisms;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Virgibacillus;Virgibacillus sp. SK37
Stenotrophomonas_maltophilia_61460	40324.43	Stenotrophomonas maltophilia 53	40324	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia	131567;2;1224;1236;135614;32033;40323;995085;40324	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas maltophilia group;Stenotrophomonas maltophilia
Stenotrophomonas_maltophilia_61461	40324.45	Stenotrophomonas maltophilia ZBG7B	40324	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia	131567;2;1224;1236;135614;32033;40323;995085;40324	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;Stenotrophomonas maltophilia group;Stenotrophomonas maltophilia
Parabacteroides_johnsonii_55217	999419.3	Parabacteroides johnsonii CL02T12C29	999419	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Parabacteroides johnsonii	131567;2;68336;976;200643;171549;171551;375288;387661;999419	cellular organisms;Bacteria;Bacteroidetes/Chlorobi group;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;Parabacteroides johnsonii;Parabacteroides johnsonii CL02T12C29
Thioploca_ingrica_61468	40754.3	Thioploca ingrica	40754	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thioploca	Thioploca ingrica	131567;2;1224;1236;72273;135617;40751;40754	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thioploca;Thioploca ingrica
Nocardioidaceae_bacterium_61469	408672.3	Nocardioidaceae bacterium Broad-1	408672	Bacteria	Actinobacteria	Actinobacteridae	Propionibacterineae	Nocardioidaceae		Nocardioidaceae bacterium Broad-1	131567;2;201174;1760;85003;2037;85009;85015;116532;408672	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Nocardioidaceae;unclassified Nocardioidaceae;Nocardioidaceae bacterium Broad-1
Mogibacterium_timidum_52974	936375.3	Mogibacterium sp. CM50	936375	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales Family XIII. Incertae Sedis	Mogibacterium	Mogibacterium sp. CM50	131567;2;1239;186801;186802;538999;543314;86331;936375	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales incertae sedis;Clostridiales Family XIII. Incertae Sedis;Mogibacterium;Mogibacterium sp. CM50
Deinococcus_sp_60849	1540221.3	Deinococcus sp. YIM 77859	1540221	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus sp. YIM 77859	131567;2;1297;188787;118964;183710;1298;1540221	cellular organisms;Bacteria;Deinococcus-Thermus;Deinococci;Deinococcales;Deinococcaceae;Deinococcus;Deinococcus sp. YIM 77859
Nitrosomonas_sp_60848	153948.4	Nitrosomonas sp. AL212	153948	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas sp. AL212	131567;2;1224;28216;32003;206379;914;153948	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas;Nitrosomonas sp. AL212
Treponema_sp_60847	1539298.3	Treponema sp. OMZ 838	1539298	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema sp. OMZ 838	131567;2;203691;203692;136;137;157;1539298	cellular organisms;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Treponema;Treponema sp. OMZ 838
Cupriavidus_sp_60846	1539142.3	Cupriavidus sp. IDO	1539142	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus sp. IDO	131567;2;1224;28216;80840;119060;106589;1539142	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;Cupriavidus sp. IDO
Sulfurovum_sp_60845	1539065.3	Sulfurovum sp. FS08-3	1539065	Bacteria	delta/epsilon subdivisions	Epsilonproteobacteria			Sulfurovum	Sulfurovum sp. FS08-3	131567;2;1224;68525;29547;34035;265570;1539065	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;unclassified Epsilonproteobacteria;Sulfurovum;Sulfurovum sp. FS08-3
Sulfurovum_sp_60844	1539064.3	Sulfurovum sp. FS06-10	1539064	Bacteria	delta/epsilon subdivisions	Epsilonproteobacteria			Sulfurovum	Sulfurovum sp. FS06-10	131567;2;1224;68525;29547;34035;265570;1539064	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;unclassified Epsilonproteobacteria;Sulfurovum;Sulfurovum sp. FS06-10
Sulfurovum_sp_60843	1539062.3	Sulfurovum sp. AS07-7	1539062	Bacteria	delta/epsilon subdivisions	Epsilonproteobacteria			Sulfurovum	Sulfurovum sp. AS07-7	131567;2;1224;68525;29547;34035;265570;1539062	cellular organisms;Bacteria;Proteobacteria;delta/epsilon subdivisions;Epsilonproteobacteria;unclassified Epsilonproteobacteria;Sulfurovum;Sulfurovum sp. AS07-7
Sphingobacterium_sp_60842	1538644.4	Sphingobacterium sp. ML3W	1538644	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium sp. ML3W	131567;2;68336;976;117747;200666;84566;28453;1538644	cellular organisms;Bacteria;Bacteroidetes/Chlorobi group;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium sp. ML3W
Methylomonas_denitrificans_60841	1538553.4	Methylomonas denitrificans FJG1	1538553	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylomonas	Methylomonas denitrificans	131567;2;1224;1236;135618;403;416;1538553	cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomonas;Methylomonas denitrificans
Aquabacterium_sp_60840	1538295.3	Aquabacterium sp. NJ1	1538295	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales		Aquabacterium	Aquabacterium sp. NJ1	131567;2;1224;28216;80840;119065;224471;92793;1538295	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;unclassified Burkholderiales;Burkholderiales Genera incertae sedis;Aquabacterium;Aquabacterium sp. NJ1
Actinomyces_sp_59450	1203556.3	Actinomyces sp. HPA0247	1203556	Bacteria	Actinobacteria	Actinobacteridae	Actinomycineae	Actinomycetaceae	Actinomyces	Actinomyces sp. HPA0247	131567;2;201174;1760;85003;2037;85005;2049;1654;1203556	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Actinomycineae;Actinomycetaceae;Actinomyces;Actinomyces sp. HPA0247
Propionibacterium_sp_59451	1203571.3	Propionibacterium sp. HGH0353	1203571	Bacteria	Actinobacteria	Actinobacteridae	Propionibacterineae	Propionibacteriaceae	Propionibacterium	Propionibacterium sp. HGH0353	131567;2;201174;1760;85003;2037;85009;31957;1743;1203571	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Propionibacteriaceae;Propionibacterium;Propionibacterium sp. HGH0353
Streptococcus_sp_59452	1203590.3	Streptococcus sp. HPH0090	1203590	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. HPH0090	131567;2;1239;91061;186826;1300;1301;1203590	cellular organisms;Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus sp. HPH0090
Atopobium_sp_59453	1203602.3	Atopobium sp. oral taxon 199 str. F0494	1203602	Bacteria	Actinobacteria	Coriobacteridae	Coriobacterineae	Coriobacteriaceae	Atopobium	Atopobium sp. oral taxon 199	131567;2;201174;1760;84998;84999;255727;84107;1380;712156;1203602	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Coriobacteridae;Coriobacteriales;Coriobacterineae;Coriobacteriaceae;Atopobium;Atopobium sp. oral taxon 199;Atopobium sp. oral taxon 199 str. F0494
Propionibacterium_sp_59454	1203605.3	Propionibacterium sp. oral taxon 192 str. F0372	1203605	Bacteria	Actinobacteria	Actinobacteridae	Propionibacterineae	Propionibacteriaceae	Propionibacterium	Propionibacterium sp. oral taxon 192	131567;2;201174;1760;85003;2037;85009;31957;1743;671222;1203605	cellular organisms;Bacteria;Actinobacteria;Actinobacteria;Actinobacteridae;Actinomycetales;Propionibacterineae;Propionibacteriaceae;Propionibacterium;Propionibacterium sp. oral taxon 192;Propionibacterium sp. oral taxon 192 str. F0372
Butyricicoccus_pullicaecorum_59455	1203606.4	Butyricicoccus pullicaecorum 1.2	1203606	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus	Butyricicoccus pullicaecorum	131567;2;1239;186801;186802;31979;580596;501571;1203606	cellular organisms;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Butyricicoccus;Butyricicoccus pullicaecorum;Butyricicoccus pullicaecorum 1.2
Pandoraea_sp_59456	1204340.4	Pandoraea sp. B-6	1204340	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Pandoraea	Pandoraea sp. B-6	131567;2;1224;28216;80840;119060;93217;1204340	cellular organisms;Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Pandoraea;Pandoraea sp. B-6
Reyranella_massiliensis_59457	1205680.3	Reyranella massiliensis 521	1205680	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales		Reyranella	Reyranella massiliensis	131567;2;1224;28211;204441;451274;445219;445220;1205680	cellular organisms;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;unclassified Rhodospirillales;Reyranella;Reyranella massiliensis;Reyranella massiliensis 521
